ID	ORF	UniGeneHsID
440132_at	hCG_1815504	Hs.147880
440137_at	FLJ31945	Hs.183953
440145_at	C13orf37	Hs.28465
440184_at	C14orf53	Hs.412138
440193_at	CCDC88C	Hs.525536
440200_at	FLJ41170	Hs.611431
440275_at	EIF2AK4	Hs.656673
440279_at	UNC13C	Hs.657273
440288_at	LOC440288	Hs.655532
440307_at	TTLL13	Hs.632164
440311_at	LOC440311	Hs.547436
440330_at	LOC440330	Hs.121180
440335_at	LOC440335	Hs.390599
440338_at	NA	NA
440348_at	NPIPL2	NA
440387_at	CTRB2	Hs.632211
440400_at	RNASEK	Hs.632232
440465_at	FLJ90757	Hs.448889
440503_at	PLIN5	Hs.131034
440508_at	CLEC4GP1	Hs.568222
440560_at	PRAMEF11	Hs.551617
440574_at	C1orf151	Hs.466662
440603_at	BCL2L15	Hs.123106
440699_at	LRRC52	Hs.664975
440712_at	C1orf186	Hs.662248
440730_at	TRIM67	Hs.655089
440731_at	NA	NA
440738_at	MAP1LC3C	Hs.534971
440757_at	MGC44328	Hs.120399
440823_at	MIAT	Hs.517502
440829_at	C22:CTA-250D10.9	Hs.526704
440836_at	ODF3B	Hs.531314
440900_at	LOC440900	Hs.662205
440915_at	POTEK	Hs.631267
440956_at	IQCF6	Hs.444316
440957_at	LOC440957	Hs.660577
440981_at	LOC440981	NA
440982_at	FLJ30375	Hs.535724
441005_at	LOC441005	Hs.443116
441024_at	MTHFD2L	Hs.479954
441046_at	LOC441046	Hs.135705
441052_at	LOC441052	Hs.535012
441054_at	C4orf47	Hs.549398
441058_at	MGC39584	Hs.130535
441061_at	Mar-11	Hs.662216
441086_at	LOC441086	Hs.653007
441108_at	C5orf56	Hs.658288
441150_at	C6orf226	Hs.571098
441151_at	TMEM151B	Hs.632851
441161_at	OOEP	Hs.671212
441168_at	FAM26F	Hs.381220
441178_at	LOC441178	Hs.628956; Hs.648083
441179_at	LOC441179	Hs.719702
441212_at	RP9P	Hs.648086
441263_at	PMS2L11	Hs.675888
441355_at	FLJ39080	Hs.647162
441453_at	LOC441453	Hs.523504
441461_at	LOC441461	Hs.163155
441476_at	LOC441476	Hs.372640
441549_at	CDNF	Hs.559067
441601_at	LOC441601	Hs.144683
441642_at	RPL7AP59	NA
441666_at	LOC441666	Hs.255729
441869_at	hCG_20426	Hs.381222
441951_at	C20orf199	Hs.356766
442075_at	LOC442075	Hs.666816
442175_at	RPLP2P1	NA
442184_at	OR2B3	Hs.553835
442186_at	OR2J3	Hs.553836
442191_at	OR14J1	Hs.632004
442194_at	OR10C1	Hs.631997
442213_at	C6orf138	Hs.659409
442236_at	KRT18P50	NA
442240_at	ZNF259P	Hs.626676
442444_at	FAM47C	Hs.535216
442721_at	LMOD2	Hs.592260
443_at	ASPA	Hs.171142
4430_at	MYO1B	Hs.439620
4435_at	CITED1	Hs.40403
4436_at	MSH2	Hs.597656
4437_at	MSH3	Hs.280987; Hs.648635
4438_at	MSH4	Hs.216639
4439_at	MSH5	Hs.647011
444_at	ASPH	Hs.591874
4440_at	MSI1	Hs.158311
445_at	ASS1	Hs.160786
445341_at	TNAP	Hs.687024
4477_at	MSMB	Hs.255462
4478_at	MSN	Hs.87752
4481_at	MSR1	Hs.147635
4482_at	MSRA	Hs.490981
4485_at	MST1	Hs.349110; Hs.512587
4486_at	MST1R	Hs.517973
4487_at	MSX1	Hs.424414
4488_at	MSX2	Hs.89404
4494_at	MT1F	Hs.513626
4495_at	MT1G	Hs.433391
4499_at	MT1M	Hs.647370
4501_at	MT1X	Hs.374950
4502_at	MT2A	Hs.647371
4504_at	MT3	Hs.73133
4507_at	MTAP	Hs.193268
4515_at	MTCP1	Hs.6917
4520_at	MTF1	Hs.471991
4521_at	NUDT1	Hs.534331
4522_at	MTHFD1	Hs.652308
4524_at	MTHFR	Hs.214142
4528_at	MTIF2	Hs.149894
4534_at	MTM1	Hs.655056
4542_at	MYO1F	Hs.465818
4543_at	MTNR1A	Hs.243467
4544_at	MTNR1B	Hs.569039
4547_at	MTTP	Hs.195799
4548_at	MTR	Hs.498187
4552_at	MTRR	Hs.481551
4582_at	MUC1	Hs.89603
4583_at	MUC2	Hs.315
4584_at	MUC3A	Hs.489354
4585_at	MUC4	Hs.369646
4586_at	MUC5AC	Hs.534332; Hs.558950
4588_at	MUC6	Hs.528432
4589_at	MUC7	Hs.631946
4591_at	TRIM37	Hs.579079; Hs.605697
4593_at	MUSK	Hs.521653
4594_at	MUT	Hs.485527
4595_at	MUTYH	Hs.271353; Hs.282624
4597_at	MVD	Hs.252457
4598_at	MVK	Hs.130607
4599_at	MX1	Hs.517307
460_at	ASTN1	Hs.495897
4600_at	MX2	Hs.926
4601_at	MXI1	Hs.602078; Hs.719185
4602_at	MYB	Hs.654446
4603_at	MYBL1	Hs.445898
4604_at	MYBPC1	Hs.654589
4605_at	MYBL2	Hs.179718
4606_at	MYBPC2	Hs.85937
4607_at	MYBPC3	Hs.524906
4608_at	MYBPH	Hs.927
4609_at	MYC	Hs.202453
4610_at	MYCL1	Hs.437922
4613_at	MYCN	Hs.25960
4615_at	MYD88	Hs.82116
4616_at	GADD45B	Hs.110571
4617_at	MYF5	Hs.178023
4618_at	MYF6	Hs.35937
4619_at	MYH1	Hs.689619
462_at	SERPINC1	Hs.75599
4620_at	MYH2	Hs.699445
4621_at	MYH3	Hs.440895
4622_at	MYH4	Hs.711141
4624_at	MYH6	Hs.278432
4625_at	MYH7	Hs.678918
4626_at	MYH8	Hs.700484
4627_at	MYH9	Hs.474751
4628_at	MYH10	Hs.16355
4629_at	MYH11	Hs.460109
463_at	ZFHX3	Hs.598297
4632_at	MYL1	Hs.187338
4633_at	MYL2	Hs.75535
4634_at	MYL3	Hs.517939
4635_at	MYL4	Hs.463300
4636_at	MYL5	Hs.410970
4637_at	MYL6	Hs.632717
4638_at	MYLK	Hs.477375
4640_at	MYO1A	Hs.5394
4641_at	MYO1C	Hs.286226
4642_at	MYO1D	Hs.658000
4643_at	MYO1E	Hs.654506
4644_at	MYO5A	Hs.21213; Hs.596221
4645_at	MYO5B	Hs.200136
4646_at	MYO6	Hs.149387
4647_at	MYO7A	Hs.370421
4648_at	MYO7B	Hs.154578; Hs.677195
4649_at	MYO9A	Hs.546268
4650_at	MYO9B	Hs.123198
4651_at	MYO10	Hs.481720
4653_at	MYOC	Hs.436037
4654_at	MYOD1	Hs.181768
4656_at	MYOG	Hs.2830
4659_at	PPP1R12A	Hs.49582
466_at	ATF1	Hs.648565
4660_at	PPP1R12B	Hs.444403
4661_at	MYT1	Hs.279562
4664_at	NAB1	Hs.570078
4665_at	NAB2	Hs.159223
4666_at	NACA	Hs.505735
4668_at	NAGA	Hs.75372
4669_at	NAGLU	Hs.50727
467_at	ATF3	Hs.460
4670_at	HNRNPM	Hs.465808; Hs.666214
4673_at	NAP1L1	Hs.524599; Hs.695185
4674_at	NAP1L2	Hs.66180; Hs.719281
4675_at	NAP1L3	Hs.21365
4676_at	NAP1L4	Hs.501684; Hs.695395
4677_at	NARS	Hs.465224
4678_at	NASP	Hs.319334
4680_at	CEACAM6	Hs.466814
4681_at	NBL1	Hs.654502
4682_at	NUBP1	Hs.81469
4683_at	NBN	Hs.492208
4684_at	NCAM1	Hs.503878
4686_at	NCBP1	Hs.595669; Hs.686479
4688_at	NCF2	Hs.587558
4689_at	NCF4	Hs.474781
4690_at	NCK1	Hs.477693
4691_at	NCL	Hs.79110
4692_at	NDN	Hs.50130
4693_at	NDP	Hs.522615
4694_at	NDUFA1	Hs.534168
4695_at	NDUFA2	Hs.534333
4696_at	NDUFA3	Hs.198269
4697_at	NDUFA4	Hs.50098
4698_at	NDUFA5	Hs.651219
47_at	ACLY	Hs.387567
4700_at	NDUFA6	Hs.274416
4701_at	NDUFA7	Hs.333427
4702_at	NDUFA8	Hs.495039
4703_at	NEB	Hs.588655
4704_at	NDUFA9	Hs.75227
4705_at	NDUFA10	Hs.277677
4706_at	NDUFAB1	Hs.189716
4707_at	NDUFB1	Hs.183435
4708_at	NDUFB2	Hs.655788
4709_at	NDUFB3	Hs.109760
471_at	ATIC	Hs.90280
4710_at	NDUFB4	Hs.304613
4711_at	NDUFB5	Hs.718447
4712_at	NDUFB6	Hs.493668
4713_at	NDUFB7	Hs.532853
4714_at	NDUFB8	Hs.523215
4715_at	NDUFB9	Hs.15977
4716_at	NDUFB10	Hs.513266
4717_at	NDUFC1	Hs.84549
4718_at	NDUFC2	Hs.407860
4719_at	NDUFS1	Hs.471207
472_at	ATM	Hs.367437
4720_at	NDUFS2	Hs.173611
4722_at	NDUFS3	Hs.502528
4723_at	NDUFV1	Hs.7744
4724_at	NDUFS4	Hs.528222
4725_at	NDUFS5	Hs.632385
4726_at	NDUFS6	Hs.408257
4728_at	NDUFS8	Hs.90443
473_at	RERE	Hs.463041
4731_at	NDUFV3	Hs.473937
4733_at	DRG1	Hs.115242
4734_at	NEDD4	Hs.1565
4735_at	Sep-02	Hs.335057; Hs.716403
4738_at	NEDD8	Hs.531064
4739_at	NEDD9	Hs.37982
474_at	ATOH1	Hs.532680
4741_at	NEFM	Hs.458657; Hs.615287
474171_at	STGC3	Hs.517850
474344_at	GIMAP6	Hs.647105
474354_at	LRRC18	Hs.202438
4744_at	NEFH	Hs.198760
4745_at	NELL1	Hs.657172; Hs.719385; Hs.719510
4747_at	NEFL	Hs.521461
475_at	ATOX1	Hs.125213
4750_at	NEK1	Hs.481181
4751_at	NEK2	Hs.153704
4752_at	NEK3	Hs.409989
4753_at	NELL2	Hs.505326
4756_at	NEO1	Hs.388613
4758_at	NEU1	Hs.520037
4759_at	NEU2	Hs.532681
476_at	ATP1A1	Hs.371889
4760_at	NEUROD1	Hs.574626; Hs.709709
4761_at	NEUROD2	Hs.322431
4762_at	NEUROG1	Hs.248149
4763_at	NF1	Hs.113577
477_at	ATP1A2	Hs.34114
4771_at	NF2	Hs.187898
4772_at	NFATC1	Hs.534074; Hs.701518
4773_at	NFATC2	Hs.713650
4774_at	NFIA	Hs.594180; Hs.710546
4775_at	NFATC3	Hs.632209
4776_at	NFATC4	Hs.77810
4778_at	NFE2	Hs.75643
4779_at	NFE2L1	Hs.514284
478_at	ATP1A3	Hs.515427
4780_at	NFE2L2	Hs.715540
4781_at	NFIB	Hs.644095
4782_at	NFIC	Hs.170131
4783_at	NFIL3	Hs.79334
4784_at	NFIX	Hs.257970
479_at	ATP12A	Hs.147111
4790_at	NFKB1	Hs.654408
4791_at	NFKB2	Hs.73090
4792_at	NFKBIA	Hs.81328
4793_at	NFKBIB	Hs.9731
4794_at	NFKBIE	Hs.458276
4795_at	NFKBIL1	Hs.2764
4796_at	NFKBIL2	Hs.675285
4798_at	NFRKB	Hs.530539
4799_at	NFX1	Hs.413074
48_at	ACO1	Hs.567229
480_at	ATP1A4	Hs.662219
4800_at	NFYA	Hs.10441
4801_at	NFYB	Hs.84928
4802_at	NFYC	Hs.233458; Hs.713051
4803_at	NGF	Hs.2561
4804_at	NGFR	Hs.415768; Hs.681726
4807_at	NHLH1	Hs.30956
4808_at	NHLH2	Hs.46296
4809_at	NHP2L1	Hs.182255
481_at	ATP1B1	Hs.291196
4810_at	NHS	Hs.201623
4811_at	NID1	Hs.356624
4814_at	NINJ1	Hs.494457
4815_at	NINJ2	Hs.656450
4817_at	NIT1	Hs.517342
4818_at	NKG7	Hs.10306
482_at	ATP1B2	Hs.712542
4820_at	NKTR	Hs.529509
4821_at	NKX2-2	Hs.516922
4824_at	NKX3-1	Hs.55999
4825_at	NKX6-1	Hs.546270
4826_at	NNAT	Hs.504703
4828_at	NMB	Hs.386470
4829_at	NMBR	Hs.654478
483_at	ATP1B3	Hs.477789
4830_at	NME1	Hs.463456
4832_at	NME3	Hs.514065
4833_at	NME4	Hs.9235
4835_at	NQO2	Hs.533050
4836_at	NMT1	Hs.532790
4837_at	NNMT	Hs.503911
4838_at	NODAL	Hs.370414
4839_at	NOP2	Hs.534334
4841_at	NONO	Hs.533282; Hs.700344
4842_at	NOS1	Hs.654410
4843_at	NOS2	Hs.709191
4846_at	NOS3	Hs.647092
4848_at	CNOT2	Hs.719156
4849_at	CNOT3	Hs.343571
4850_at	CNOT4	Hs.490224
4851_at	NOTCH1	Hs.495473
4852_at	NPY	Hs.1832
4853_at	NOTCH2	Hs.487360
4854_at	NOTCH3	Hs.8546
4855_at	NOTCH4	Hs.436100
4856_at	NOV	Hs.235935
4857_at	NOVA1	Hs.31588
4858_at	NOVA2	Hs.375439
486_at	FXYD2	Hs.413137
4860_at	NP	Hs.75514
4861_at	NPAS1	Hs.79564
4862_at	NPAS2	Hs.156832; Hs.705895
4863_at	NPAT	Hs.171061; Hs.367437
4864_at	NPC1	Hs.464779; Hs.715623
4867_at	NPHP1	Hs.280388
4868_at	NPHS1	Hs.122186
4869_at	NPM1	Hs.557550
487_at	ATP2A1	Hs.657344
4878_at	NPPA	Hs.75640
4879_at	NPPB	Hs.219140
488_at	ATP2A2	Hs.506759
4880_at	NPPC	Hs.247916
4881_at	NPR1	Hs.490330
4882_at	NPR2	Hs.78518
4883_at	NPR3	Hs.237028; Hs.619466
4884_at	NPTX1	Hs.514556; Hs.719680
4885_at	NPTX2	Hs.3281
4886_at	NPY1R	Hs.519057
4887_at	NPY2R	Hs.37125
4888_at	NPY6R	Hs.643466; Hs.713225
4889_at	NPY5R	Hs.519058; Hs.598503
489_at	ATP2A3	Hs.513870
4891_at	SLC11A2	Hs.505545
4892_at	NRAP	Hs.268788
4893_at	NRAS	Hs.486502
4897_at	NRCAM	Hs.21422
4898_at	NRD1	Hs.584782
4899_at	NRF1	Hs.654363
490_at	ATP2B1	Hs.506276
4900_at	NRGN	Hs.524116
4901_at	NRL	Hs.652297
4902_at	NRTN	Hs.234775
4905_at	NSF	Hs.431279
4907_at	NT5E	Hs.153952
4908_at	NTF3	Hs.99171
491_at	ATP2B2	Hs.268942
4913_at	NTHL1	Hs.66196
4914_at	NTRK1	Hs.406293
4915_at	NTRK2	Hs.494312; Hs.712776
4916_at	NTRK3	Hs.410969; Hs.706364
4917_at	NTN3	Hs.158336; Hs.510635; Hs.535669; Hs.695964; Hs.703932
4919_at	ROR1	Hs.654491
492_at	ATP2B3	Hs.533956; Hs.658008
4920_at	ROR2	Hs.644776; Hs.98255
4921_at	DDR2	Hs.275757; Hs.593833
4922_at	NTS	Hs.80962
4923_at	NTSR1	Hs.590869
492307_at	C8orf22	Hs.49890
492311_at	C5orf53	Hs.696360
4924_at	NUCB1	Hs.631602
4925_at	NUCB2	Hs.654599
4926_at	NUMA1	Hs.325978
4927_at	NUP88	Hs.584784
4928_at	NUP98	Hs.524750
4929_at	NR4A2	Hs.563344
493_at	ATP2B4	Hs.343522
4931_at	NVL	Hs.497867
4935_at	GPR143	Hs.74124
493753_at	C2orf64	Hs.596537
4938_at	OAS1	Hs.524760
493856_at	CISD2	Hs.556638; Hs.707333
493861_at	EID3	Hs.659857
493869_at	GPX8	Hs.289044
4939_at	OAS2	Hs.414332
493911_at	PHOSPHO2	Hs.655150
4940_at	OAS3	Hs.528634
494143_at	CHAC2	Hs.585944
4942_at	OAT	Hs.523332
4943_at	TBC1D25	Hs.694353
494470_at	RNF165	Hs.501114
494513_at	DFNB59	Hs.87734
494514_at	C18orf56	Hs.274959
4946_at	OAZ1	Hs.446427
4947_at	OAZ2	Hs.713816; Hs.74563
4948_at	OCA2	Hs.654411
495_at	ATP4A	Hs.36992
4952_at	OCRL	Hs.126357
4953_at	ODC1	Hs.467701
4956_at	ODF1	Hs.159274
4957_at	ODF2	Hs.129055
4958_at	OMD	Hs.94070
496_at	ATP4B	Hs.434202
4967_at	OGDH	Hs.488181
4968_at	OGG1	Hs.380271
4969_at	OGN	Hs.109439
497189_at	TIFAB	Hs.552091
4973_at	OLR1	Hs.412484
4974_at	OMG	Hs.113874
4975_at	OMP	Hs.673853
4976_at	OPA1	Hs.594504
497661_at	C18orf32	Hs.654638
4978_at	OPCML	Hs.4817
498_at	ATP5A1	Hs.298280
4982_at	TNFRSF11B	Hs.81791
4985_at	OPRD1	Hs.372
49854_at	ZNF295	Hs.434947; Hs.618406
49855_at	SCAPER	Hs.458986
49856_at	WDR8	Hs.31714
4986_at	OPRK1	Hs.106795
49860_at	CRNN	Hs.242057
49861_at	CLDN20	Hs.567491
4987_at	OPRL1	Hs.2859
4988_at	OPRM1	Hs.2353
4990_at	SIX6	Hs.194756
4991_at	OR1D2	Hs.532771
4992_at	OR1F1	Hs.664502
4993_at	OR2C1	Hs.258574
4994_at	OR3A1	Hs.647410
4995_at	OR3A2	Hs.647414
4998_at	ORC1L	Hs.17908
4999_at	ORC2L	Hs.444870
50_at	ACO2	Hs.643610; Hs.712617
5000_at	ORC4L	Hs.558364
5001_at	ORC5L	Hs.432948
5002_at	SLC22A18	Hs.50868
5003_at	SLC22A18AS	Hs.300076
5004_at	ORM1	Hs.522356
5005_at	ORM2	Hs.522356
5007_at	OSBP	Hs.597091
5008_at	OSM	Hs.248156
5009_at	OTC	Hs.117050
501_at	ALDH7A1	Hs.483239
5010_at	CLDN11	Hs.31595
5013_at	OTX1	Hs.445340
5015_at	OTX2	Hs.288655
5016_at	OVGP1	Hs.1154
5017_at	OVOL1	Hs.134434
5018_at	OXA1L	Hs.151134
5019_at	OXCT1	Hs.278277
5020_at	OXT	Hs.113216
5021_at	OXTR	Hs.2820
5023_at	P2RX1	Hs.41735
5024_at	P2RX3	Hs.146738
5025_at	P2RX4	Hs.321709
5026_at	P2RX5	Hs.408615
5027_at	P2RX7	Hs.507102
5028_at	P2RY1	Hs.654526
5029_at	P2RY2	Hs.339
5030_at	P2RY4	Hs.673854
5031_at	P2RY6	Hs.16362
5032_at	P2RY11	Hs.14468
5033_at	P4HA1	Hs.500047; Hs.593005
5034_at	P4HB	Hs.464336
503542_at	SPRN	Hs.64968
5036_at	PA2G4	Hs.524498; Hs.715674
5037_at	PEBP1	Hs.433863; Hs.718605
5042_at	PABPC3	Hs.458280
5045_at	FURIN	Hs.513153
5046_at	PCSK6	Hs.498494; Hs.665989
5047_at	PAEP	Hs.532325
5048_at	PAFAH1B1	Hs.77318
50484_at	RRM2B	Hs.512592
50485_at	SMARCAL1	Hs.516674
50486_at	G0S2	Hs.432132; Hs.715825
50487_at	PLA2G3	Hs.149623
50488_at	MINK1	Hs.443417
50489_at	CD207	Hs.199731
5049_at	PAFAH1B2	Hs.718419
5050_at	PAFAH1B3	Hs.466831
50506_at	DUOX2	Hs.71377
50507_at	NOX4	Hs.371036
50508_at	NOX3	Hs.247776
50509_at	COL5A3	Hs.235368
5051_at	PAFAH2	Hs.477083
50511_at	SYCP3	Hs.506504
50512_at	PODXL2	Hs.591290
50514_at	Dec-01	Hs.148841
50515_at	CHST11	Hs.17569
5052_at	PRDX1	Hs.180909
5053_at	PAH	Hs.643451
5054_at	SERPINE1	Hs.414795; Hs.713079
5055_at	SERPINB2	Hs.594481
5058_at	PAK1	Hs.435714
506_at	ATP5B	Hs.406510
50604_at	IL20	Hs.272373
50613_at	UBQLN3	Hs.189184
50614_at	GALNT9	Hs.301062; Hs.658249
50615_at	IL21R	Hs.210546
50616_at	IL22	Hs.287369
50617_at	ATP6V0A4	Hs.98967
50618_at	ITSN2	Hs.432562
50619_at	DEF6	Hs.15476
5062_at	PAK2	Hs.518530
50624_at	CUZD1	Hs.647182
50626_at	CYHR1	Hs.459379; Hs.598583
50628_at	GEMIN4	Hs.499620
5063_at	PAK3	Hs.656789
50632_at	CALY	Hs.148680
50636_at	ANO7	Hs.163909
5064_at	PALM	Hs.631841
50640_at	PNPLA8	Hs.617340
50649_at	ARHGEF4	Hs.469935
50650_at	ARHGEF3	Hs.476402
50651_at	SLC45A1	Hs.463036
5066_at	PAM	Hs.369430
5067_at	CNTN3	Hs.12723
50674_at	NEUROG3	Hs.532682
5068_at	REG3A	Hs.567312
5069_at	PAPPA	Hs.643599; Hs.713596
50700_at	RDH8	Hs.675522
5071_at	PARK2	Hs.132954; Hs.716115; Hs.716151; Hs.716168
50717_at	DCAF8	Hs.632447
5073_at	PARN	Hs.253197
5074_at	PAWR	Hs.643130
5075_at	PAX1	Hs.349082
5076_at	PAX2	Hs.155644
5077_at	PAX3	Hs.42146
5078_at	PAX4	Hs.129706
5079_at	PAX5	Hs.654464
5080_at	PAX6	Hs.270303; Hs.502235; Hs.611376; Hs.715523; Hs.715646; Hs.716008
50801_at	KCNK4	Hs.647233
50804_at	MYEF2	Hs.6638
50805_at	IRX4	Hs.196927
50807_at	ASAP1	Hs.655552
50808_at	AK3	Hs.719257
50809_at	HP1BP3	Hs.142442
5081_at	PAX7	Hs.113253
50810_at	HDGFRP3	Hs.513954
50813_at	COPS7A	Hs.530823
50814_at	NSDHL	Hs.57698
5082_at	PDCL	Hs.271749; Hs.620774
5083_at	PAX9	Hs.132576; Hs.609574
50831_at	TAS2R3	Hs.676011
50832_at	TAS2R4	Hs.669863
50833_at	TAS2R16	Hs.272395
50834_at	TAS2R1	Hs.567492
50835_at	TAS2R9	Hs.272391
50836_at	TAS2R8	Hs.533755
50837_at	TAS2R7	Hs.533754
50838_at	TAS2R13	Hs.679407
50839_at	TAS2R10	Hs.533756
50840_at	TAS2R14	Hs.408153; Hs.679406
50846_at	DHH	Hs.524382
50848_at	F11R	Hs.517293
50852_at	TRAT1	Hs.138701
50853_at	VILL	Hs.103665
50854_at	C6orf48	Hs.640836; Hs.714250
50855_at	PARD6A	Hs.112933
50856_at	CLEC4A	Hs.504657
50859_at	SPOCK3	Hs.481133
50861_at	STMN3	Hs.639609
50862_at	RNF141	Hs.44685
50863_at	NTM	Hs.504352
50865_at	HEBP1	Hs.642618
5087_at	PBX1	Hs.557097
5089_at	PBX2	Hs.509545; Hs.718462
509_at	ATP5C1	Hs.271135
5090_at	PBX3	Hs.428027
5091_at	PC	Hs.89890
5092_at	PCBD1	Hs.3192
5093_at	PCBP1	Hs.2853
50937_at	CDON	Hs.38034
50939_at	IMPG2	Hs.272380
5094_at	PCBP2	Hs.546271
50940_at	PDE11A	Hs.570273
50943_at	FOXP3	Hs.247700
50944_at	SHANK1	Hs.274255
50945_at	TBX22	Hs.374253
5095_at	PCCA	Hs.80741
5096_at	PCCB	Hs.63788
50964_at	SOST	Hs.349204
5097_at	PCDH1	Hs.79769
5098_at	PCDHGC3	Hs.368160
5099_at	PCDH7	Hs.479439
50999_at	TMED5	Hs.482873
51_at	ACOX1	Hs.464137
5100_at	PCDH8	Hs.19492
51000_at	SLC35B3	Hs.285847
51001_at	MTERFD1	Hs.308613
51002_at	TPRKB	Hs.157401
51003_at	MED31	Hs.567493
51004_at	COQ6	Hs.632335
51005_at	AMDHD2	Hs.389107; Hs.613940
51006_at	SLC35C2	Hs.655501
51008_at	ASCC1	Hs.500007
51009_at	DERL2	Hs.286131
5101_at	PCDH9	Hs.654709; Hs.719302
51010_at	EXOSC3	Hs.602571; Hs.713483
51011_at	FAHD2A	Hs.546387
51012_at	SLMO2	Hs.719250
51013_at	EXOSC1	Hs.632089
51014_at	TMED7	Hs.642817; Hs.710895
51015_at	ISOC1	Hs.483296
51016_at	FAM158A	Hs.271614
51018_at	RRP15	Hs.660109
51019_at	CCDC53	Hs.405692
51020_at	HDDC2	Hs.32826
51021_at	MRPS16	Hs.180312
51022_at	GLRX2	Hs.458283
51023_at	MRPS18C	Hs.436161
51024_at	FIS1	Hs.423968
51025_at	Magmas	Hs.644614
51026_at	GOLT1B	Hs.62275
51027_at	BOLA1	Hs.13880
51028_at	VPS36	Hs.109520
51029_at	PPPDE1	Hs.498317
51031_at	GLOD4	Hs.279061; Hs.595572
51032_at	CELA2B	Hs.631871
51035_at	UBXN1	Hs.351296
5104_at	SERPINA5	Hs.159628
51042_at	ZNF593	Hs.477273
51043_at	ZBTB7B	Hs.700874
51046_at	ST8SIA3	Hs.23172
5105_at	PCK1	Hs.1872
51050_at	PI15	Hs.98558
51052_at	PRLH	Hs.247710
51053_at	GMNN	Hs.234896
51054_at	PLEKHA9	Hs.558495
51056_at	LAP3	Hs.570791
51057_at	C2orf86	Hs.414952
51058_at	ZNF691	Hs.20879
51059_at	FAM135B	Hs.126024
5106_at	PCK2	Hs.75812
51060_at	TXNDC12	Hs.476033
51061_at	TXNDC11	Hs.313847
51062_at	ATL1	Hs.584905
51063_at	CALHM2	Hs.718432
51065_at	RPS27L	Hs.108957
51066_at	C3orf32	Hs.561182
51067_at	YARS2	Hs.505231
51068_at	NMD3	Hs.598836
51069_at	MRPL2	Hs.55041
51070_at	NOSIP	Hs.7236
51071_at	DERA	Hs.39429
51073_at	MRPL4	Hs.279652
51075_at	TMX2	Hs.654965
51076_at	CUTC	Hs.16606
51077_at	FCF1	Hs.579828; Hs.711584
51078_at	THAP4	Hs.435759; Hs.645463
51079_at	NDUFA13	Hs.534453
5108_at	PCM1	Hs.491148
51081_at	MRPS7	Hs.71787
51082_at	POLR1D	Hs.507584
51083_at	GAL	Hs.278959
51084_at	CRYL1	Hs.370703
51085_at	MLXIPL	Hs.647055
51086_at	TNNI3K	Hs.480085
51087_at	YBX2	Hs.567494
51088_at	KLHL5	Hs.272251
51090_at	PLLP	Hs.632215
51091_at	SEPSECS	Hs.253305; Hs.597198
51092_at	SIDT2	Hs.712144
51093_at	C1orf66	Hs.512597
51094_at	ADIPOR1	Hs.5298
51095_at	TRNT1	Hs.567495
51096_at	UTP18	Hs.709327
51097_at	SCCPDH	Hs.498397
51098_at	IFT52	Hs.444332
51099_at	ABHD5	Hs.19385
5110_at	PCMT1	Hs.279257
51100_at	SH3GLB1	Hs.136309
51101_at	FAM164A	Hs.271876
51102_at	MECR	Hs.183646
51103_at	NDUFAF1	Hs.106529
51104_at	FAM108B1	Hs.380389
51105_at	PHF20L1	Hs.304362
51106_at	TFB1M	Hs.279908
51107_at	APH1A	Hs.108408
51108_at	METTL9	Hs.279583
51109_at	RDH11	Hs.226007
5111_at	PCNA	Hs.147433
51110_at	LACTB2	Hs.118554
51111_at	SUV420H1	Hs.632120
51112_at	TTC15	Hs.252713
51114_at	ZDHHC9	Hs.193566; Hs.719122
51115_at	FAM82B	Hs.145386
51116_at	MRPS2	Hs.382044
51117_at	COQ4	Hs.98541
51118_at	UTP11L	Hs.472038; Hs.637686
51122_at	COMMD2	Hs.591315
51123_at	ZNF706	Hs.374485
51124_at	IER3IP1	Hs.653122
51125_at	GOLGA7	Hs.654773
51126_at	NAT5	Hs.368783
51127_at	TRIM17	Hs.121748
51128_at	SAR1B	Hs.432984
51129_at	ANGPTL4	Hs.9613
51130_at	ASB3	Hs.40763
51131_at	PHF11	Hs.369039
51132_at	RLIM	Hs.653288
51133_at	KCTD3	Hs.335139
51134_at	CCDC41	Hs.279209
51135_at	IRAK4	Hs.138499
51136_at	RNFT1	Hs.531701
51138_at	COPS4	Hs.190384
51141_at	INSIG2	Hs.7089
51142_at	CHCHD2	Hs.389996; Hs.547257
51143_at	DYNC1LI1	Hs.529495
51144_at	HSD17B12	Hs.132513
51145_at	LOC51145	Hs.104671; Hs.719591
51146_at	A4GNT	Hs.278960
51147_at	ING4	Hs.524210
51149_at	C5orf45	Hs.719346
51150_at	SDF4	Hs.42806
51151_at	SLC45A2	Hs.278962
51154_at	MRTO4	Hs.463797
51155_at	HN1	Hs.532803; Hs.713826
51156_at	SERPINA10	Hs.118620
51157_at	ZNF580	Hs.631551
5116_at	PCNT	Hs.474069
51160_at	VPS28	Hs.418175
51161_at	C3orf18	Hs.517860
51162_at	EGFL7	Hs.91481
51163_at	DBR1	Hs.477700
51164_at	DCTN4	Hs.675564
51166_at	AADAT	Hs.529735
51167_at	CYB5R4	Hs.5741
51168_at	MYO15A	Hs.462390
51170_at	HSD17B11	Hs.594923
51171_at	HSD17B14	Hs.18788
