ID	ORF	UniGeneHsID
51172_at	NAGPA	Hs.21334
51174_at	TUBD1	Hs.463638
51175_at	TUBE1	Hs.34851
51176_at	LEF1	Hs.719332
51177_at	PLEKHO1	Hs.438824
51179_at	HAO2	Hs.659767
5118_at	PCOLCE	Hs.202097
51181_at	DCXR	Hs.9857
51182_at	HSPA14	Hs.534169
51184_at	GPN3	Hs.634680
51185_at	CRBN	Hs.18925
51186_at	WBP5	Hs.533287
51187_at	RSL24D1	Hs.274772; Hs.593056
51188_at	SS18L2	Hs.534454
5119_at	CHMP1A	Hs.589427
51191_at	HERC5	Hs.26663
51192_at	CKLF	Hs.15159; Hs.710181
51193_at	ZNF639	Hs.632578
51194_at	IPO11	Hs.482269
51195_at	RAPGEFL1	Hs.715686
51196_at	PLCE1	Hs.655033
51198_at	C9orf53	Hs.512599
51199_at	NIN	Hs.310429
51200_at	CPA4	Hs.93764
51201_at	ZDHHC2	Hs.443852
51202_at	DDX47	Hs.23388
51203_at	NUSAP1	Hs.615092
51204_at	TACO1	Hs.174134
51205_at	ACP6	Hs.562154
51206_at	GP6	Hs.661752
51207_at	DUSP13	Hs.178170
51208_at	CLDN18	Hs.655324
5121_at	PCP4	Hs.80296
51213_at	LUZP4	Hs.242183
51214_at	IGF2AS	Hs.716962
51218_at	GLRX5	Hs.532683; Hs.719204
5122_at	PCSK1	Hs.78977
51222_at	ZNF219	Hs.250493
51224_at	TCEB3B	Hs.375035
51225_at	ABI3	Hs.130719
51226_at	COPZ2	Hs.408434
51227_at	PIGP	Hs.656565; Hs.716087
51228_at	GLTP	Hs.381256
51230_at	PHF20	Hs.517044
51231_at	VRK3	Hs.443330
51232_at	CRIM1	Hs.699247
51233_at	C22orf43	Hs.517466
51234_at	TMEM85	Hs.250905
51237_at	MGC29506	Hs.409563
51239_at	ANKRD39	Hs.709507
51241_at	COX16	Hs.709581
51244_at	C3orf19	Hs.517820
51246_at	SHISA5	Hs.414579
51247_at	PAIP2	Hs.396644
51248_at	PDZD11	Hs.11042
51249_at	TMEM69	Hs.694081; Hs.714376
5125_at	PCSK5	Hs.368542
51250_at	C6orf203	Hs.486084
51251_at	NT5C3	Hs.487933
51252_at	FAM178B	Hs.107922
51253_at	MRPL37	Hs.584908
51255_at	RNF181	Hs.356187
51256_at	TBC1D7	Hs.484678
51257_at	Mar-02	Hs.631861
51258_at	MRPL51	Hs.55847
51259_at	TMEM216	Hs.26745
5126_at	PCSK2	Hs.315186
51260_at	CXorf26	Hs.370100
51263_at	MRPL30	Hs.590896
51264_at	MRPL27	Hs.7736
51265_at	CDKL3	Hs.105818
51266_at	CLEC1B	Hs.409794
51267_at	CLEC1A	Hs.29549
51268_at	PIPOX	Hs.462585
5127_at	PCTK1	Hs.496068
51270_at	TFDP3	Hs.142908
51271_at	UBAP1	Hs.268963
51272_at	BET1L	Hs.414418
51274_at	KLF3	Hs.298658
51276_at	ZNF571	Hs.590944
51277_at	DNAJC27	Hs.434993
51278_at	IER5	Hs.716489
51279_at	C1RL	Hs.631730
5128_at	PCTK2	Hs.506415
51280_at	GOLM1	Hs.494337
51281_at	ANKMY1	Hs.656615
51282_at	SCAND1	Hs.584909
51283_at	BFAR	Hs.435556
51284_at	TLR7	Hs.659215
51285_at	RASL12	Hs.27018
51286_at	CEND1	Hs.22140
51287_at	CHCHD8	Hs.475387
51289_at	RXFP3	Hs.170146
5129_at	PCTK3	Hs.445402
51290_at	ERGIC2	Hs.339453
51291_at	GMIP	Hs.49427
51292_at	GMPR2	Hs.368855
51293_at	CD320	Hs.558499
51294_at	PCDH12	Hs.439474
51295_at	ECSIT	Hs.515146
51296_at	SLC15A3	Hs.237856
51297_at	PLUNC	Hs.211092
51298_at	THEG	Hs.250002
51299_at	NRN1	Hs.103291
513_at	ATP5D	Hs.418668
5130_at	PCYT1A	Hs.435767
51300_at	C3orf1	Hs.477287
51301_at	GCNT4	Hs.272404
51302_at	CYP39A1	Hs.387367
51303_at	FKBP11	Hs.655103
51304_at	ZDHHC3	Hs.61430
51305_at	KCNK9	Hs.493037
51306_at	FAM13B	Hs.567453
51307_at	FAM53C	Hs.716415
51308_at	REEP2	Hs.416090
51309_at	ARMCX1	Hs.9728
51310_at	SLC22A17	Hs.373498
51311_at	TLR8	Hs.660543
51312_at	SLC25A37	Hs.596025; Hs.658208; Hs.716436
51313_at	C4orf18	Hs.567498
51314_at	TXNDC3	Hs.710629
51315_at	KRCC1	Hs.469254
51316_at	PLAC8	Hs.546392
51317_at	PHF21A	Hs.502458
51318_at	MRPL35	Hs.433439
51319_at	RSRC1	Hs.591283
5132_at	PDC	Hs.654381
51320_at	MEX3C	Hs.465144
51321_at	AMZ2	Hs.293560
51322_at	WAC	Hs.714700
51324_at	SPG21	Hs.242458
51327_at	ERAF	Hs.274309
51329_at	ARL6IP4	Hs.103561
5133_at	PDCD1	Hs.158297
51330_at	TNFRSF12A	Hs.355899
51332_at	SPTBN5	Hs.709819
51333_at	ZNF771	Hs.148584
51334_at	PRR16	Hs.157461
51335_at	NGRN	Hs.715556; Hs.716378
51337_at	C8orf55	Hs.368402
51338_at	MS4A4A	Hs.325960
51339_at	DACT1	Hs.48950; Hs.714204
5134_at	PDCD2	Hs.367900
51340_at	CRNKL1	Hs.171342
51341_at	ZBTB7A	Hs.591384
51343_at	FZR1	Hs.413133
51347_at	TAOK3	Hs.644420
51348_at	KLRF1	Hs.183125
51350_at	KRT76	Hs.654392
51351_at	ZNF117	Hs.250693
51352_at	WIT1	Hs.567499
5136_at	PDE1A	Hs.191046; Hs.680373
51360_at	MBTPS2	Hs.443490
51361_at	HOOK1	Hs.378836
51362_at	CDC40	Hs.428147
51363_at	CHST15	Hs.287537
51364_at	ZMYND10	Hs.526735; Hs.627171
51365_at	PLA1A	Hs.437451
51366_at	UBR5	Hs.591856
51367_at	POP5	Hs.279913
51368_at	TEX264	Hs.517864
5137_at	PDE1C	Hs.655694
51371_at	POMP	Hs.268742
51373_at	MRPS17	Hs.44298; Hs.660834
51374_at	C2orf28	Hs.9527
51375_at	SNX7	Hs.197015
51377_at	UCHL5	Hs.591458
51378_at	ANGPT4	Hs.278973
51379_at	CRLF3	Hs.370168
5138_at	PDE2A	Hs.503163
51380_at	CSAD	Hs.279815
51382_at	ATP6V1D	Hs.272630
51384_at	WNT16	Hs.272375
51385_at	ZNF589	Hs.172602
51386_at	EIF3L	Hs.446852
51388_at	NIP7	Hs.719308
51389_at	RWDD1	Hs.532164
5139_at	PDE3A	Hs.591150
51390_at	AIG1	Hs.567501
51393_at	TRPV2	Hs.279746
51397_at	COMMD10	Hs.483136
51398_at	C19orf56	Hs.108969; Hs.657204
51399_at	TRAPPC4	Hs.132760
514_at	ATP5E	Hs.177530
5140_at	PDE3B	Hs.445711
51400_at	PPME1	Hs.503251
51406_at	NOL7	Hs.306242
51409_at	HEMK1	Hs.517987; Hs.599362
5141_at	PDE4A	Hs.89901
51411_at	BIN2	Hs.14770
51412_at	ACTL6B	Hs.259831
5142_at	PDE4B	Hs.198072
51421_at	AMOTL2	Hs.426312; Hs.713601
51422_at	PRKAG2	Hs.647072
51426_at	POLK	Hs.715657
51427_at	ZNF107	Hs.50216
51428_at	DDX41	Hs.484288
51429_at	SNX9	Hs.191213
5143_at	PDE4C	Hs.132584
51430_at	C1orf9	Hs.715693
51433_at	ANAPC5	Hs.7101
51435_at	SCARA3	Hs.128856
51438_at	MAGEC2	Hs.123536
51439_at	FAM8A1	Hs.95260
5144_at	PDE4D	Hs.117545
51440_at	HPCAL4	Hs.715505
51441_at	YTHDF2	Hs.532286
51442_at	VGLL1	Hs.496843
51444_at	RNF138	Hs.302408
51447_at	IP6K2	Hs.595983
51449_at	PCYOX1	Hs.567502
5145_at	PDE6A	Hs.567314
51450_at	PRRX2	Hs.660115
51451_at	LCMT1	Hs.337730
51454_at	GULP1	Hs.470887; Hs.712910
51455_at	REV1	Hs.443077
51458_at	RHCG	Hs.459284
5146_at	PDE6C	Hs.658121
51460_at	SFMBT1	Hs.343679
51465_at	UBE2J1	Hs.163776
51466_at	EVL	Hs.125867
5147_at	PDE6D	Hs.516808
51471_at	NAT8B	Hs.719469
51473_at	DCDC2	Hs.61345
51474_at	LIMA1	Hs.525419
51475_at	CABP2	Hs.278984
51477_at	ISYNA1	Hs.405873
51479_at	ANKFY1	Hs.696087
5148_at	PDE6G	Hs.654482
5149_at	PDE6H	Hs.54471
51490_at	C9orf114	Hs.224137
51491_at	NOP16	Hs.696283
51493_at	C22orf28	Hs.474643
51495_at	PTPLAD1	Hs.512973
51496_at	CTDSPL2	Hs.497967
51497_at	TH1L	Hs.517148
51499_at	TRIAP1	Hs.69499
515_at	ATP5F1	Hs.514870
5150_at	PDE7A	Hs.527119
51501_at	C11orf73	Hs.283322
51503_at	CWC15	Hs.503597
51504_at	TRMT112	Hs.333579
51506_at	UFC1	Hs.301412
51507_at	C20orf43	Hs.517134
5151_at	PDE8A	Hs.9333
51510_at	CHMP5	Hs.635313
51512_at	GTSE1	Hs.386189
51513_at	ETV7	Hs.272398
51514_at	DTL	Hs.656473
51517_at	NCKIPSD	Hs.655006
5152_at	PDE9A	Hs.473927
51520_at	LARS	Hs.432674
51522_at	TMEM14C	Hs.519557
51523_at	CXXC5	Hs.189119
51524_at	TMEM138	Hs.406530
51526_at	C20orf111	Hs.75798
51527_at	C14orf129	Hs.715512
51528_at	JKAMP	Hs.446850
51529_at	ANAPC11	Hs.534456
5153_at	PDE1B	Hs.530871
51530_at	ZC3HC1	Hs.194157
51531_at	C9orf156	Hs.9196
51533_at	PHF7	Hs.372719
51534_at	VTA1	Hs.431367
51535_at	PPHLN1	Hs.444157
51537_at	MTP18	Hs.335614; Hs.713636
51538_at	ZCCHC17	Hs.524094
5154_at	PDGFA	Hs.535898
51540_at	SCLY	Hs.709612
51542_at	VPS54	Hs.48499
51545_at	ZNF581	Hs.20768
51547_at	SIRT7	Hs.514636; Hs.528641
51548_at	SIRT6	Hs.423756
5155_at	PDGFB	Hs.1976
51550_at	CINP	Hs.129634
51552_at	RAB14	Hs.371563; Hs.713585
51555_at	PEX5L	Hs.478393
51557_at	LGSN	Hs.149585
51559_at	NT5DC3	Hs.48428
5156_at	PDGFRA	Hs.74615
51560_at	RAB6B	Hs.707804
51561_at	IL23A	Hs.621281; Hs.98309
51562_at	MBIP	Hs.368647
51564_at	HDAC7	Hs.200063
51566_at	ARMCX3	Hs.592225
51567_at	TTRAP	Hs.716397
51569_at	UFM1	Hs.643655; Hs.719178
5157_at	PDGFRL	Hs.458573
51571_at	FAM49B	Hs.126941
51573_at	GDE1	Hs.512607
51574_at	LARP7	Hs.713663
51575_at	ESF1	Hs.369284
5158_at	PDE6B	Hs.623810; Hs.654544
51582_at	AZIN1	Hs.459106
51585_at	PCF11	Hs.128959
51586_at	MED15	Hs.517421
51588_at	PIAS4	Hs.105779
5159_at	PDGFRB	Hs.509067
51592_at	TRIM33	Hs.26837
51593_at	SRRT	Hs.111801
51594_at	NBAS	Hs.467759
51596_at	CUTA	Hs.520070
51599_at	LSR	Hs.466507
516_at	ATP5G1	Hs.80986
5160_at	PDHA1	Hs.530331
51601_at	LIPT1	Hs.590896
51602_at	NOP58	Hs.471104
51603_at	METTL13	Hs.494705
51604_at	PIGT	Hs.437388
51605_at	TRMT6	Hs.128791
51606_at	ATP6V1H	Hs.491737
51608_at	C7orf20	Hs.107387
5161_at	PDHA2	Hs.131361
51611_at	DPH5	Hs.440776
51614_at	ERGIC3	Hs.472558
51616_at	TAF9B	Hs.592248; Hs.643614; Hs.714006
51617_at	HMP19	Hs.559412
51619_at	UBE2D4	Hs.19196
5162_at	PDHB	Hs.161357
51621_at	KLF13	Hs.525752
51626_at	DYNC2LI1	Hs.371597
51629_at	SLC25A39	Hs.514216
5163_at	PDK1	Hs.470633
51631_at	LUC7L2	Hs.718441
51633_at	OTUD6B	Hs.30532
51634_at	RBMX2	Hs.718487
51635_at	DHRS7	Hs.59719
51637_at	C14orf166	Hs.534457
51639_at	SF3B14	Hs.177861
5164_at	PDK2	Hs.256667
51642_at	MRPL48	Hs.503239
51643_at	TMBIM4	Hs.505934
51645_at	PPIL1	Hs.27693
51646_at	YPEL5	Hs.515890
51647_at	FAM96B	Hs.9825
51649_at	MRPS23	Hs.5836
5165_at	PDK3	Hs.658190
51650_at	MRPS33	Hs.416207
51651_at	PTRH2	Hs.12677
51652_at	VPS24	Hs.591582
51654_at	CDK5RAP1	Hs.435952
51655_at	RASD1	Hs.25829
51657_at	STYXL1	Hs.11615
51659_at	GINS2	Hs.433180
5166_at	PDK4	Hs.8364
51660_at	BRP44L	Hs.172755
51661_at	FKBP7	Hs.410378
51663_at	ZFR	Hs.435231
51665_at	ASB1	Hs.516788
51666_at	ASB4	Hs.666357
51667_at	NUB1	Hs.647082
51668_at	HSPB11	Hs.525462; Hs.624686
51669_at	TMEM66	Hs.521487
5167_at	ENPP1	Hs.527295
51673_at	TPPP3	Hs.534458
51676_at	ASB2	Hs.510327
51678_at	MPP6	Hs.533355
5168_at	ENPP2	Hs.190977
51684_at	SUFU	Hs.404089
51686_at	OAZ3	Hs.713789
5169_at	ENPP3	Hs.486489
51690_at	LSM7	Hs.512610
51691_at	LSM8	Hs.709757
51692_at	CPSF3	Hs.515972
51693_at	TRAPPC2L	Hs.461722
51696_at	HECA	Hs.197644
51699_at	VPS29	Hs.600114
517_at	ATP5G2	Hs.524464
5170_at	PDPK1	Hs.459691
51700_at	CYB5R2	Hs.414362
51701_at	NLK	Hs.208759
51702_at	PADI3	Hs.149195
51703_at	ACSL5	Hs.11638
51704_at	GPRC5B	Hs.148685
51705_at	EMCN	Hs.152913
51706_at	CYB5R1	Hs.334832
51710_at	ZNF44	Hs.296731; Hs.693933
51714_at	SELT	Hs.369052
51715_at	RAB23	Hs.555016
51719_at	CAB39	Hs.632536
5172_at	SLC26A4	Hs.571246
51720_at	UIMC1	Hs.232721
51725_at	FBXO40	Hs.272564
51726_at	DNAJB11	Hs.317192
51727_at	CMPK1	Hs.714325
51728_at	POLR3K	Hs.632223
51729_at	WBP11	Hs.655138
5173_at	PDYN	Hs.22584
51733_at	UPB1	Hs.474388
51734_at	SEPX1	Hs.655346
51735_at	RAPGEF6	Hs.483329
51738_at	GHRL	Hs.590080
51741_at	WWOX	Hs.461453
51742_at	ARID4B	Hs.533633; Hs.575782
51744_at	CD244	Hs.157872
51747_at	LUC7L3	Hs.130293
5175_at	PECAM1	Hs.514412; Hs.718947
51750_at	RTEL1	Hs.434878
51751_at	HIGD1B	Hs.287963
51752_at	ERAP1	Hs.716426
51754_at	TMEM8B	Hs.493808
51755_at	CRKRS	Hs.416108
51759_at	C9orf78	Hs.278429
5176_at	SERPINF1	Hs.532768; Hs.694727
51760_at	SYT17	Hs.258326
51761_at	ATP8A2	Hs.444957
51762_at	RAB8B	Hs.389733
51763_at	INPP5K	Hs.632238
51764_at	GNG13	Hs.247888
51765_at	RP6-213H19.1	Hs.444247
51768_at	TM7SF3	Hs.438641
51773_at	RSF1	Hs.420229
51776_at	ZAK	Hs.444451
51778_at	MYOZ2	Hs.381047
5178_at	PEG3	Hs.719209
51780_at	KDM3B	Hs.714832
5179_at	PENK	Hs.339831
518_at	ATP5G3	Hs.429
51802_at	ACCN5	Hs.381349
51804_at	SIX4	Hs.690393; Hs.97849
51805_at	COQ3	Hs.713623
51806_at	CALML5	Hs.180142
51807_at	TUBA8	Hs.137400
51808_at	PHAX	Hs.555731; Hs.719165
51809_at	GALNT7	Hs.548088
51816_at	CECR1	Hs.170310
5184_at	PEPD	Hs.36473
5187_at	PER1	Hs.445534
5188_at	PET112L	Hs.119316
5189_at	PEX1	Hs.164682
5190_at	PEX6	Hs.656425
5191_at	PEX7	Hs.280932
5192_at	PEX10	Hs.591454
5193_at	PEX12	Hs.591190
5194_at	PEX13	Hs.161377
5195_at	PEX14	Hs.149983
5196_at	PF4	Hs.81564
5197_at	PF4V1	Hs.72933
5198_at	PFAS	Hs.573976
5199_at	CFP	Hs.53155
52_at	ACP1	Hs.558296
5201_at	PFDN1	Hs.483564
5202_at	PFDN2	Hs.492516
5203_at	PFDN4	Hs.91161
5204_at	PFDN5	Hs.655327
5205_at	ATP8B1	Hs.216623
5207_at	PFKFB1	Hs.444304
5208_at	PFKFB2	Hs.282702
5209_at	PFKFB3	Hs.719094
521_at	ATP5I	Hs.85539
5210_at	PFKFB4	Hs.476217
5211_at	PFKL	Hs.255093
5212_at	VIT	Hs.137415
5213_at	PFKM	Hs.75160
5214_at	PFKP	Hs.26010
5216_at	PFN1	Hs.494691
5217_at	PFN2	Hs.91747
5218_at	PFTK1	Hs.430742
522_at	ATP5J	Hs.246310
5224_at	PGAM2	Hs.632642
5225_at	PGC	Hs.1867
5226_at	PGD	Hs.464071
5228_at	PGF	Hs.252820
5229_at	PGGT1B	Hs.254006
523_at	ATP6V1A	Hs.477155
5230_at	PGK1	Hs.78771
5232_at	PGK2	Hs.367727
5236_at	PGM1	Hs.1869
5238_at	PGM3	Hs.708038
5239_at	PGM5	Hs.307835
5241_at	PGR	Hs.32405
5243_at	ABCB1	Hs.489033
5244_at	ABCB4	Hs.654403
5245_at	PHB	Hs.514303
525_at	ATP6V1B1	Hs.64173
5250_at	SLC25A3	Hs.290404
5251_at	PHEX	Hs.495834
5252_at	PHF1	Hs.166204
5253_at	PHF2	Hs.211441
5255_at	PHKA1	Hs.201379
5256_at	PHKA2	Hs.54941; Hs.607628; Hs.622882
5257_at	PHKB	Hs.78060
526_at	ATP6V1B2	Hs.295917
5260_at	PHKG1	Hs.715728
5261_at	PHKG2	Hs.196177
5264_at	PHYH	Hs.498732
5265_at	SERPINA1	Hs.525557
5266_at	PI3	Hs.112341
5267_at	SERPINA4	Hs.159628
5268_at	SERPINB5	Hs.55279
5269_at	SERPINB6	Hs.519523
527_at	ATP6V0C	Hs.389107
5270_at	SERPINE2	Hs.38449; Hs.708453
5271_at	SERPINB8	Hs.368077
5272_at	SERPINB9	Hs.104879
5273_at	SERPINB10	Hs.158339
5274_at	SERPINI1	Hs.478153
5275_at	SERPINB13	Hs.241407
5276_at	SERPINI2	Hs.445555
5277_at	PIGA	Hs.137154
5279_at	PIGC	Hs.188456
528_at	ATP6V1C1	Hs.86905
5281_at	PIGF	Hs.468415
5283_at	PIGH	Hs.553497
5284_at	PIGR	Hs.497589
5286_at	PIK3C2A	Hs.175343
5287_at	PIK3C2B	Hs.497487
5288_at	PIK3C2G	Hs.22500
5289_at	PIK3C3	Hs.464971
529_at	ATP6V1E1	Hs.517338
5290_at	PIK3CA	Hs.553498; Hs.85701
5291_at	PIK3CB	Hs.239818
5292_at	PIM1	Hs.81170
5293_at	PIK3CD	Hs.518451
5294_at	PIK3CG	Hs.32942
5295_at	PIK3R1	Hs.132225; Hs.604502
5296_at	PIK3R2	Hs.371344
5297_at	PI4KA	Hs.529438
5298_at	PI4KB	Hs.632465
53_at	ACP2	Hs.532492
5300_at	PIN1	Hs.465849
5301_at	PIN1L	Hs.654711
5303_at	PIN4	Hs.655623
5304_at	PIP	Hs.99949
5305_at	PIP4K2A	Hs.57079
5306_at	PITPNA	Hs.429819
5307_at	PITX1	Hs.84136
5308_at	PITX2	Hs.643588
5309_at	PITX3	Hs.137568
5310_at	PKD1	Hs.75813
5311_at	PKD2	Hs.181272
5313_at	PKLR	Hs.95990
5314_at	PKHD1	Hs.662050
5315_at	PKM2	Hs.534770
5316_at	PKNOX1	Hs.431043
5317_at	PKP1	Hs.497350
5318_at	PKP2	Hs.164384
5319_at	PLA2G1B	Hs.992
5320_at	PLA2G2A	Hs.466804
5321_at	PLA2G4A	Hs.497200
5322_at	PLA2G5	Hs.319438
5324_at	PLAG1	Hs.14968
5325_at	PLAGL1	Hs.715495
5326_at	PLAGL2	Hs.154104
5327_at	PLAT	Hs.491582
5328_at	PLAU	Hs.77274
5329_at	PLAUR	Hs.466871
533_at	ATP6V0B	Hs.596514
5330_at	PLCB2	Hs.355888
5331_at	PLCB3	Hs.591953
5332_at	PLCB4	Hs.472101
5333_at	PLCD1	Hs.80776
53335_at	BCL11A	Hs.370549
53336_at	CPXCR1	Hs.458292
53339_at	BTBD1	Hs.459149
5334_at	PLCL1	Hs.153322; Hs.593586
53340_at	SPA17	Hs.286233
53342_at	IL17D	Hs.655142
53343_at	NUDT9	Hs.149500
53344_at	CHIC1	Hs.496323
53345_at	TM6SF2	Hs.531624
53346_at	TM6SF1	Hs.513094
53347_at	UBASH3A	Hs.473912
53349_at	ZFYVE1	Hs.335106
5335_at	PLCG1	Hs.268177
53353_at	LRP1B	Hs.656461
53354_at	PANK1	Hs.715502
53358_at	SHC3	Hs.656806
5336_at	PLCG2	Hs.413111
5337_at	PLD1	Hs.382865
53371_at	NUP54	Hs.430435
53373_at	TPCN1	Hs.524763
5338_at	PLD2	Hs.104519
5339_at	PLEC1	Hs.434248
534_at	ATP6V1G2	Hs.249227
5340_at	PLG	Hs.143436
53405_at	CLIC5	Hs.485489
53407_at	STX18	Hs.584913
5341_at	PLEK	Hs.468840
5345_at	SERPINF2	Hs.159509
5346_at	PLIN1	Hs.103253
5347_at	PLK1	Hs.592049
5348_at	FXYD1	Hs.442498
5349_at	FXYD3	Hs.301350
535_at	ATP6V0A1	Hs.463074
5350_at	PLN	Hs.170839
5351_at	PLOD1	Hs.75093
5352_at	PLOD2	Hs.477866
5354_at	PLP1	Hs.1787
5355_at	PLP2	Hs.77422
5356_at	PLRG1	Hs.249996
5357_at	PLS1	Hs.203637
5358_at	PLS3	Hs.496622
5359_at	PLSCR1	Hs.130759
5360_at	PLTP	Hs.439312
5361_at	PLXNA1	Hs.432329
53615_at	MBD3	Hs.178728
53616_at	ADAM22	Hs.592282
5362_at	PLXNA2	Hs.497626
53630_at	BCMO1	Hs.212172
53632_at	PRKAG3	Hs.591634
53635_at	PTOV1	Hs.587979
53637_at	S1PR5	Hs.501561
5364_at	PLXNB1	Hs.476209
5365_at	PLXNB3	Hs.632833
5366_at	PMAIP1	Hs.96
5367_at	PMCH	Hs.707990
5368_at	PNOC	Hs.536937; Hs.88218
5369_at	PMCHL1	Hs.247975
537_at	ATP6AP1	Hs.6551
5370_at	PMCHL2	NA
5371_at	PML	Hs.526464
5372_at	PMM1	Hs.75835
5375_at	PMP2	Hs.571512
5376_at	PMP22	Hs.372031
5378_at	PMS1	Hs.111749
5379_at	PMS2L1	Hs.634244; Hs.661055; Hs.709266
538_at	ATP7A	Hs.496414
5382_at	PMS2L4	Hs.712714
53820_at	DSCR6	Hs.254560
53822_at	FXYD7	Hs.134729
53826_at	FXYD6	Hs.713034
53827_at	FXYD5	Hs.333418
53828_at	FXYD4	Hs.130497
53829_at	P2RY13	Hs.546396
53831_at	GPR84	Hs.306199
53832_at	IL20RA	Hs.445868
53833_at	IL20RB	Hs.61232
53834_at	FGFRL1	Hs.193326
53836_at	GPR87	Hs.591292
53838_at	C11orf24	Hs.303025
53841_at	MUPCDH	Hs.165619
539_at	ATP5O	Hs.409140
53904_at	MYO3A	Hs.662630
53905_at	DUOX1	Hs.272813
53916_at	RAB4B	Hs.631539
53917_at	RAB24	Hs.16258
53918_at	PELO	Hs.644352; Hs.669791
53919_at	SLCO1C1	Hs.47261
5393_at	EXOSC9	Hs.91728
53938_at	PPIL3	Hs.121076
5394_at	EXOSC10	Hs.632368
53940_at	FTHL17	Hs.333125
53942_at	CNTN5	Hs.656783
53944_at	CSNK1G1	Hs.646508
53947_at	A4GALT	Hs.105956
5396_at	PRRX1	Hs.283416
53981_at	CPSF2	Hs.657632
54_at	ACP5	Hs.1211
540_at	ATP7B	Hs.492280
54014_at	BRWD1	Hs.654740
54020_at	SLC37A1	Hs.547009
54033_at	RBM11	Hs.283828
54039_at	PCBP3	Hs.474049
54058_at	C21orf58	Hs.236572
54059_at	C21orf57	Hs.474066
5406_at	PNLIP	Hs.501135
54065_at	FAM165B	Hs.656195
54067_at	C21orf49	Hs.54725
54069_at	C21orf45	Hs.190518
5407_at	PNLIPRP1	Hs.73923
5408_at	PNLIPRP2	Hs.423598
54084_at	C21orf29	Hs.660703
5409_at	PNMT	Hs.1892
54093_at	SETD4	Hs.606200
54097_at	FAM3B	Hs.473877; Hs.670704
54101_at	RIPK4	Hs.517310
54102_at	CLIC6	Hs.473695
54103_at	PION	Hs.186649
54106_at	TLR9	Hs.436439; Hs.87968
54107_at	POLE3	Hs.108112
54108_at	CHRAC1	Hs.279704
5411_at	PNN	Hs.409965
54112_at	GPR88	Hs.170053
5412_at	UBL3	Hs.145575
5413_at	Sep-05	Hs.283743
5414_at	Sep-04	Hs.287518
541468_at	C1orf190	Hs.568642
541469_at	NA	NA
54148_at	MRPL39	Hs.420696
54149_at	C21orf91	Hs.293811
541565_at	C8orf58	Hs.553539
54165_at	DCUN1D1	Hs.715661
54187_at	NANS	Hs.522310; Hs.665191
5420_at	PODXL	Hs.690098
54205_at	CYCS	Hs.437060; Hs.617193
54206_at	ERRFI1	Hs.605445
54207_at	KCNK10	Hs.560255
54209_at	TREM2	Hs.435295
54210_at	TREM1	Hs.283022
54212_at	SNTG1	Hs.584914
5422_at	POLA1	Hs.567319
5423_at	POLB	Hs.654484
5424_at	POLD1	Hs.279413
5425_at	POLD2	Hs.306791
5426_at	POLE	Hs.524871; Hs.657680
5427_at	POLE2	Hs.162777
5428_at	POLG	Hs.706868
5429_at	POLH	Hs.655467
5430_at	POLR2A	Hs.270017
5431_at	POLR2B	Hs.602757
5432_at	POLR2C	Hs.79402
54328_at	GPR173	Hs.661815
54329_at	GPR85	Hs.152009
5433_at	POLR2D	Hs.554831
54331_at	GNG2	Hs.187772; Hs.709082; Hs.713545
54332_at	GDAP1	Hs.168950
5434_at	POLR2E	Hs.24301
54344_at	DPM3	Hs.110477
54345_at	SOX18	Hs.8619
5435_at	POLR2F	Hs.436578
5436_at	POLR2G	Hs.14839
54360_at	CYTL1	Hs.13872
54361_at	WNT4	Hs.25766
54363_at	HAO1	Hs.193640
5437_at	POLR2H	Hs.432574
5438_at	POLR2I	Hs.47062
54386_at	TERF2IP	Hs.301419
5439_at	POLR2J	Hs.654952
5440_at	POLR2K	Hs.351475
54407_at	SLC38A2	Hs.221847
5441_at	POLR2L	Hs.441072
54413_at	NLGN3	Hs.438877
54414_at	SIAE	Hs.10056
54429_at	TAS2R5	Hs.675370
5443_at	POMC	Hs.1897
54431_at	DNAJC10	Hs.516632
54432_at	YIPF1	Hs.11923
54433_at	GAR1	Hs.69851
54434_at	SSH1	Hs.199763
54435_at	HCG4	Hs.660431
54436_at	SH3TC1	Hs.479116
54437_at	SEMA5B	Hs.210870
54438_at	GFOD1	Hs.484686
54439_at	RBM27	Hs.61441
5444_at	PON1	Hs.370995
54440_at	SASH3	Hs.61469
54442_at	KCTD5	Hs.61960
54443_at	ANLN	Hs.62180
5445_at	PON2	Hs.719159
54453_at	RIN2	Hs.472270
54454_at	ATAD2B	Hs.467862
54455_at	FBXO42	Hs.522384
54456_at	MOV10L1	Hs.62880
54457_at	TAF7L	Hs.223806
5446_at	PON3	Hs.440967
54460_at	MRPS21	Hs.405880
54461_at	FBXW5	Hs.522507
54462_at	FAM190B	Hs.461988
54463_at	FAM134B	Hs.481704
54464_at	XRN1	Hs.435103
54465_at	ETAA1	Hs.353022
54467_at	ANKIB1	Hs.83293
54468_at	MIOS	Hs.520215
5447_at	POR	Hs.354056
54471_at	SMCR7L	Hs.718449
54472_at	TOLLIP	Hs.368527
54474_at	KRT20	Hs.84905
54475_at	NLE1	Hs.85570
54476_at	RNF216	Hs.487458; Hs.689456
54477_at	PLEKHA5	Hs.188614
54478_at	FAM64A	Hs.592116
54480_at	CHPF2	Hs.647084
54482_at	CCDC76	Hs.440371
