ID	ORF	UniGeneHsID	GSM597452	GSM597453	GSM597454	GSM597469	GSM597470	
Label			P	P	P	NP	NP	
25897_at	RNF19A	Hs.292882	166.8	156.4	154.1	181.3	156.2	
25898_at	RCHY1	Hs.48297	189.7	149.6	176.1	162.5	174.5	
2589_at	GALNT1	Hs.514806	1130.7	1102.8	819.5	1284.1	1196.7	
258_at	AMBN	Hs.272396	8.2	7.6	7.9	10.2	7.8	
25900_at	IFFO1	Hs.15243	381.6	509.4	508.0	521.3	491.5	
25901_at	CCDC28A	Hs.412019	1239.8	1203.5	1279.7	1212.1	898.9	
25902_at	MTHFD1L	Hs.591343	321.7	382.7	287.6	431.3	260.4	
25903_at	OLFML2B	Hs.507515	625.8	394.2	397.0	446.0	798.7	
25904_at	CNOT10	Hs.444851	525.3	677.4	579.6	462.1	459.6	
25906_at	C11orf51	Hs.38044	1373.8	1583.4	1151.6	1240.9	1303.5	
25907_at	TMEM158	Hs.716411	90.2	119.7	70.7	86.6	67.7	
25909_at	AHCTF1	Hs.300887	1011.4	833.8	1392.9	1016.1	1028.4	
2590_at	GALNT2	Hs.716384	349.7	431.4	287.9	283.1	283.9	
25911_at	RP11-529I10.4	Hs.658128	418.9	497.7	382.5	297.2	309.7	
25912_at	C1orf43	Hs.287471	1475.4	1653.5	1092.1	1343.4	1639.2	
25913_at	POT1	Hs.31968	292.1	311.3	377.6	330.9	346.8	
25914_at	RTTN	Hs.654809	95.3	131.0	242.0	105.3	103.6	
25915_at	NDUFAF3	Hs.31387	462.9	558.8	386.1	443.9	444.2	
259173_at	ALS2CL	Hs.517937	199.8	238.0	363.6	312.8	302.0	
25917_at	THUMPD3	Hs.443081	320.1	318.1	252.2	256.8	247.5	
259197_at	NCR3	Hs.509513	12.8	12.0	11.6	12.8	20.1	
2591_at	GALNT3	Hs.170986	90.1	39.8	119.4	79.3	48.5	
25920_at	COBRA1	Hs.655043	609.6	652.1	716.5	705.6	741.6	
259215_at	LY6G6F	Hs.591794	23.3	32.1	25.6	26.9	25.4	
259217_at	HSPA12A	Hs.654682	3117.7	4113.2	3371.9	3162.0	3390.5	
25921_at	ZDHHC5	Hs.27239	406.1	355.9	297.3	385.3	380.6	
259230_at	SGMS1	Hs.654698	454.4	470.9	543.4	433.9	464.6	
259232_at	NALCN	Hs.525146	107.4	155.9	155.8	87.9	65.0	
259234_at	DSCR10	Hs.147695	10.1	9.6	10.1	11.4	8.9	
259236_at	TMIE	Hs.185777	13.3	15.5	14.7	14.6	15.5	
259239_at	WFDC11	Hs.374924	8.9	11.0	13.5	9.6	8.3	
25923_at	ATL3	Hs.356719	175.6	137.3	80.8	174.1	110.5	
259240_at	WFDC9	Hs.249828	8.0	9.5	10.6	8.8	10.3	
259249_at	MRGPRX1	Hs.711459	9.8	8.4	13.4	11.6	10.3	
25924_at	MYRIP	Hs.594535	695.1	737.0	512.7	627.1	960.7	
25925_at	ZNF521	Hs.116935	805.6	706.3	507.8	864.4	977.6	
259266_at	ASPM	Hs.121028	10.7	7.6	8.3	17.5	10.5	
25926_at	NOL11	Hs.463936	1524.3	1435.7	1595.9	1422.5	1378.2	
25927_at	CNRIP1	Hs.212885	3836.1	3520.5	3280.7	3290.5	3675.5	
259282_at	BOD1L	Hs.718459	209.5	172.3	240.9	235.2	168.6	
259285_at	TAS2R39	Hs.553660	6.0	6.5	6.2	5.5	7.2	
259286_at	TAS2R40	Hs.352241	4.3	4.5	4.6	4.6	4.5	
259287_at	TAS2R41	Hs.650648	5.0	5.1	5.8	5.1	5.0	
25928_at	SOSTDC1	Hs.648106	160.4	101.9	249.2	58.1	111.1	
259296_at	TAS2R50	Hs.688194	3.8	3.6	4.8	5.0	4.4	
25929_at	GEMIN5	Hs.483921	362.6	322.2	313.2	305.8	387.3	
2592_at	GALT	Hs.522090	630.3	958.9	1062.3	839.5	742.2	
259307_at	IL4I1	Hs.574492	69.2	39.5	59.7	51.2	49.6	
259308_at	C9orf144B	Hs.522093	19.7	19.1	20.5	16.7	20.2	
25930_at	PTPN23	Hs.25524	153.5	199.5	163.5	166.8	154.4	
25932_at	CLIC4	Hs.440544; Hs.595507	1258.1	1111.4	971.4	945.6	1110.4	
25934_at	NIPSNAP3A	Hs.530275	531.6	405.6	643.1	542.5	710.7	
25936_at	NSL1	Hs.497692	298.4	275.9	411.9	321.1	311.3	
25937_at	WWTR1	Hs.719249	73.3	58.5	41.5	43.5	60.1	
25939_at	SAMHD1	Hs.580681	116.9	149.0	110.6	79.6	104.1	
2593_at	GAMT	Hs.81131	61.3	103.8	71.6	80.5	73.4	
25940_at	FAM98A	Hs.468140	2258.0	2265.8	2054.2	2616.0	2577.2	
25941_at	C18orf10	Hs.695999	493.3	649.4	393.5	537.6	515.6	
25942_at	SIN3A	Hs.513039	1067.6	880.0	818.4	933.8	951.6	
25943_at	C20orf194	Hs.516853	369.3	407.9	512.2	428.7	478.8	
25946_at	ZNF385A	Hs.505653	200.7	190.0	140.2	319.4	258.6	
25948_at	KBTBD2	Hs.372541	176.1	166.5	143.2	139.8	140.1	
25949_at	SYF2	Hs.20013	1727.7	1733.6	1683.2	1681.2	1646.7	
25950_at	RWDD3	Hs.709591	855.9	806.6	1003.5	978.4	954.1	
